"id","sc_marital","sc_household_size","sc_weekly_contact_parents","sc_weekly_contact_children","sc_perceived_support","sc_act_interact_friends","sc_act_mahjong","sc_act_help_others","sc_act_sport_club","sc_act_community_org","sc_act_volunteer","sc_act_care_sick","sc_act_education","sc_act_stock","sc_act_internet","Z_SC_Structural","Z_SC_Support","Z_SC_Strain","Z_SC_Engagement","Z_SC_Total"
325306221001,0,3,0,1,0,2,3,4,4,4,4,4,4,4,4,-0.108135557119554,-1.54161508074969,NA,-0.09776188072881,-0.582504172866018
325306221002,0,3,0,1,1,4,4,4,1,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.245061679634919,0.0984784883473577
325306222001,0,4,1,1,NA,1,3,4,4,4,4,4,4,4,4,1.05556115331844,NA,NA,-0.205875504014268,NA
325306222002,0,4,1,1,1,4,2,4,4,4,4,4,4,4,4,1.05556115331844,0.648632701796546,NA,-0.0320578927002482,0.557378654138244
325306223001,0,3,0,1,1,3,3,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.010351742556648,0.183616295744547
325306223002,0,3,0,1,1,1,4,2,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.542473259535722,-0.00065870495291002
325306224001,2,2,0,0,0,4,4,4,4,4,4,4,4,4,4,-1.70366154933702,-1.54161508074969,NA,0.26898862438446,-0.992096001900751
325306225001,0,2,0,1,NA,4,2,4,4,4,4,4,4,4,4,-0.108135557119554,NA,NA,-0.0320578927002482,NA
325306225002,0,2,0,1,NA,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,NA,NA,0.26898862438446,NA
325306226001,0,4,0,1,1,1,4,4,1,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.569402549491293,-0.0096351349381002
325306226002,0,4,0,1,1,1,2,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.356398762556622,0.0613661273734567
325306227001,0,4,1,1,1,4,4,4,4,4,4,4,4,4,4,1.05556115331844,0.648632701796546,NA,0.26898862438446,0.65772749316648
325306227002,0,4,1,1,0,4,3,4,4,4,4,4,4,4,4,1.05556115331844,-1.54161508074969,NA,0.118465365842106,-0.122529520529716
325306301001,0,2,0,1,1,4,4,4,1,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,-0.245061679634919,0.0984784883473577
325306301002,0,2,0,1,1,4,4,4,4,4,4,4,4,4,4,-0.108135557119554,0.648632701796546,NA,0.26898862438446,0.269828589687151
325306302001,0,4,1,1,1,4,4,4,4,4,4,4,4,4,4,1.05556115331844,0.648632701796546,NA,0.26898862438446,0.65772749316648
325306302002,0,4,1,1,1,4,3,3,4,4,4,3,4,4,4,1.05556115331844,0.648632701796546,NA,-0.690739714019695,0.337818047031762
