ID,householdID,communityID,wave,raeducl,atotb,lbrf_c,hukou
010104101001,0101041010,0101041,2011,1,27000,retired,agri
010104101002,0101041010,0101041,2011,1,27000,employed,agri
010104102001,0101041020,0101041,2011,1,50250,others,agri
010104102002,0101041020,0101041,2011,1,50250,others,agri
010104103001,0101041030,0101041,2011,1,13020,employed,agri
010104103002,0101041030,0101041,2011,1,13020,employed,agri
010104104001,0101041040,0101041,2011,1,NA,employed,agri
010104104002,0101041040,0101041,2011,1,NA,NA,NA
010104105001,0101041050,0101041,2011,1,9000,employed,agri
010104105002,0101041050,0101041,2011,1,9000,employed,agri
010104106001,0101041060,0101041,2011,1,48320,retired,agri
010104106002,0101041060,0101041,2011,1,48320,retired,agri
010104107001,0101041070,0101041,2011,1,NA,others,agri
010104108001,0101041080,0101041,2011,1,NA,others,agri
010104108002,0101041080,0101041,2011,1,NA,others,agri
010104109001,0101041090,0101041,2011,1,138400,employed,agri
010104109002,0101041090,0101041,2011,1,138400,employed,agri
010104110001,0101041100,0101041,2011,1,70200,employed,agri
010104110002,0101041100,0101041,2011,1,70200,employed,agri
010104111001,0101041110,0101041,2011,1,36600,employed,agri
010104112001,0101041120,0101041,2011,1,46000,employed,agri
010104112002,0101041120,0101041,2011,1,46000,employed,agri
010104113001,0101041130,0101041,2011,1,14900,employed,agri
010104113002,0101041130,0101041,2011,1,14900,employed,agri
010104114001,0101041140,0101041,2011,1,51960,employed,agri
010104114002,0101041140,0101041,2011,1,51960,employed,agri
010104115001,0101041150,0101041,2011,1,24005,employed,agri
010104115002,0101041150,0101041,2011,1,24005,others,agri
010104116001,0101041160,0101041,2011,1,9400,employed,agri
010104116002,0101041160,0101041,2011,1,9400,employed,agri
010104117001,0101041170,0101041,2011,1,32780,others,agri
010104117002,0101041170,0101041,2011,1,32780,retired,agri
010104118001,0101041180,0101041,2011,1,43760,employed,agri
010104118002,0101041180,0101041,2011,1,43760,employed,agri
010104119001,0101041190,0101041,2011,1,NA,employed,agri
010104201001,0101042010,0101042,2011,1,69700,employed,agri
010104201002,0101042010,0101042,2011,1,69700,retired,agri
010104202001,0101042020,0101042,2011,1,204835,retired,nonagri
010104202002,0101042020,0101042,2011,1,204835,retired,nonagri
010104203001,0101042030,0101042,2011,1,320700,employed,nonagri
010104203002,0101042030,0101042,2011,1,320700,employed,nonagri
010104204001,0101042040,0101042,2011,1,5700,employed,agri
010104205001,0101042050,0101042,2011,1,125200,retired,nonagri
010104205002,0101042050,0101042,2011,2,125200,employed,nonagri
010104206001,0101042060,0101042,2011,1,377043,employed,nonagri
010104206002,0101042060,0101042,2011,1,377043,employed,nonagri
010104207001,0101042070,0101042,2011,1,304270,retired,nonagri
010104207002,0101042070,0101042,2011,1,304270,retired,nonagri
010104208001,0101042080,0101042,2011,1,250410,retired,nonagri
010104209001,0101042090,0101042,2011,1,NA,retired,nonagri
010104210001,0101042100,0101042,2011,1,1400,retired,nonagri
010104211001,0101042110,0101042,2011,1,84750,employed,nonagri
010104211002,0101042110,0101042,2011,1,84750,employed,agri
010104212001,0101042120,0101042,2011,1,281600,employed,nonagri
010104213001,0101042130,0101042,2011,1,150400,retired,nonagri
010104214001,0101042140,0101042,2011,NA,NA,NA,NA
010104214002,0101042140,0101042,2011,1,NA,retired,agri
010104215001,0101042150,0101042,2011,1,490,retired,nonagri
010104215002,0101042150,0101042,2011,1,490,retired,nonagri
010104216001,0101042160,0101042,2011,2,184000,retired,nonagri
010104217001,0101042170,0101042,2011,1,83170,retired,nonagri
010104217002,0101042170,0101042,2011,1,83170,retired,nonagri
010104218001,0101042180,0101042,2011,1,103600,employed,nonagri
010104218002,0101042180,0101042,2011,1,103600,retired,nonagri
010104219001,0101042190,0101042,2011,2,46400,employed,nonagri
010104220001,0101042200,0101042,2011,1,NA,retired,agri
010104221001,0101042210,0101042,2011,1,488900,retired,nonagri
010104221002,0101042210,0101042,2011,1,488900,retired,nonagri
010104222001,0101042220,0101042,2011,1,113100,retired,nonagri
010104222002,0101042220,0101042,2011,1,113100,retired,nonagri
010104223001,0101042230,0101042,2011,2,362435,employed,nonagri
010104223002,0101042230,0101042,2011,2,362435,retired,nonagri
010104224001,0101042240,0101042,2011,1,101403,retired,nonagri
010104224002,0101042240,0101042,2011,1,101403,employed,nonagri
010104225001,0101042250,0101042,2011,1,NA,retired,nonagri
010104226001,0101042260,0101042,2011,1,507200,retired,nonagri
010104226002,0101042260,0101042,2011,1,507200,retired,nonagri
010104227001,0101042270,0101042,2011,1,180500,retired,nonagri
010104228001,0101042280,0101042,2011,1,5300,employed,agri
010104228002,0101042280,0101042,2011,1,5300,retired,agri
010104229001,0101042290,0101042,2011,1,20,retired,nonagri
010104229002,0101042290,0101042,2011,1,20,retired,nonagri
010104230001,0101042300,0101042,2011,1,100500,others,nonagri
010104231001,0101042310,0101042,2011,1,106380,employed,nonagri
010104232001,0101042320,0101042,2011,1,103500,retired,nonagri
010104301001,0101043010,0101043,2011,1,129660,retired,nonagri
010104301002,0101043010,0101043,2011,1,129660,employed,agri
010104302001,0101043020,0101043,2011,1,31290,employed,agri
010104302002,0101043020,0101043,2011,1,31290,employed,agri
010104303001,0101043030,0101043,2011,1,16870,employed,agri
010104303002,0101043030,0101043,2011,1,16870,employed,agri
010104304001,0101043040,0101043,2011,1,42910,retired,agri
010104305001,0101043050,0101043,2011,1,41150,employed,agri
010104306001,0101043060,0101043,2011,1,36390,employed,agri
010104306002,0101043060,0101043,2011,1,36390,employed,agri
010104307001,0101043070,0101043,2011,1,-27440,employed,agri
010104307002,0101043070,0101043,2011,1,-27440,employed,agri
010104308001,0101043080,0101043,2011,1,249370,retired,agri
010104309001,0101043090,0101043,2011,1,7500,employed,agri
010104309002,0101043090,0101043,2011,1,7500,employed,agri
010104310001,0101043100,0101043,2011,1,112400,employed,agri
010104310002,0101043100,0101043,2011,1,112400,retired,agri
010104311001,0101043110,0101043,2011,1,69865,retired,agri
010104311002,0101043110,0101043,2011,1,69865,retired,agri
010104312001,0101043120,0101043,2011,1,27980,employed,agri
010104312002,0101043120,0101043,2011,1,27980,employed,agri
010104313001,0101043130,0101043,2011,1,95470,employed,agri
010104313002,0101043130,0101043,2011,1,95470,employed,nonagri
010104314001,0101043140,0101043,2011,1,30410,retired,agri
010104314002,0101043140,0101043,2011,1,30410,employed,agri
010104315001,0101043150,0101043,2011,1,34720,employed,agri
010104315002,0101043150,0101043,2011,1,34720,employed,agri
010104316001,0101043160,0101043,2011,1,50220,employed,agri
010104316002,0101043160,0101043,2011,1,50220,retired,agri
010104317001,0101043170,0101043,2011,1,35375,retired,agri
010104317002,0101043170,0101043,2011,1,35375,employed,agri
010104318001,0101043180,0101043,2011,1,38750,employed,agri
010104318002,0101043180,0101043,2011,1,38750,employed,agri
010104319001,0101043190,0101043,2011,1,9330,retired,nonagri
010104319002,0101043190,0101043,2011,1,9330,retired,agri
010104320001,0101043200,0101043,2011,1,54150,employed,agri
010104320002,0101043200,0101043,2011,1,54150,employed,agri
010104321001,0101043210,0101043,2011,1,47320,employed,agri
010104321002,0101043210,0101043,2011,1,47320,employed,agri
010104322001,0101043220,0101043,2011,1,NA,employed,agri
010104322002,0101043220,0101043,2011,1,NA,employed,agri
010104323001,0101043230,0101043,2011,1,51500,retired,agri
010104323002,0101043230,0101043,2011,1,51500,retired,agri
010104324001,0101043240,0101043,2011,1,20640,employed,agri
010104324002,0101043240,0101043,2011,1,20640,employed,agri
010104325001,0101043250,0101043,2011,1,31770,retired,agri
010104326001,0101043260,0101043,2011,1,33640,retired,agri
010104327001,0101043270,0101043,2011,1,31600,employed,agri
010104327002,0101043270,0101043,2011,1,31600,employed,agri
010104328001,0101043280,0101043,2011,1,166450,retired,agri
010104328002,0101043280,0101043,2011,1,166450,retired,agri
010104329001,0101043290,0101043,2011,1,30750,employed,agri
010104329002,0101043290,0101043,2011,1,30750,employed,agri
010104330001,0101043300,0101043,2011,1,108030,retired,agri
010206101001,0102061010,0102061,2011,1,164964,employed,nonagri
010206101002,0102061010,0102061,2011,1,164964,employed,agri
010206102001,0102061020,0102061,2011,1,177000,employed,agri
010206102002,0102061020,0102061,2011,1,177000,retired,agri
010206103001,0102061030,0102061,2011,1,28000,retired,agri
010206103002,0102061030,0102061,2011,1,28000,retired,nonagri
010206104001,0102061040,0102061,2011,1,54560,retired,agri
010206104002,0102061040,0102061,2011,1,54560,employed,agri
010206105001,0102061050,0102061,2011,1,15840,retired,agri
010206105002,0102061050,0102061,2011,1,15840,employed,agri
010206106001,0102061060,0102061,2011,1,192150,retired,agri
010206106002,0102061060,0102061,2011,1,192150,retired,agri
010206107001,0102061070,0102061,2011,1,14200,retired,agri
010206107002,0102061070,0102061,2011,1,14200,employed,agri
010206108001,0102061080,0102061,2011,1,18170,employed,agri
010206108002,0102061080,0102061,2011,1,18170,employed,agri
010206109001,0102061090,0102061,2011,1,14800,retired,agri
010206109002,0102061090,0102061,2011,1,14800,retired,agri
010206110001,0102061100,0102061,2011,1,8220,employed,agri
010206111001,0102061110,0102061,2011,1,165890,employed,agri
010206111002,0102061110,0102061,2011,1,165890,NA,agri
010206112001,0102061120,0102061,2011,1,13760,employed,agri
010206112002,0102061120,0102061,2011,1,13760,employed,agri
010206113001,0102061130,0102061,2011,1,6150,employed,agri
010206113002,0102061130,0102061,2011,3,6150,employed,nonagri
010206114001,0102061140,0102061,2011,1,131200,retired,agri
010206115001,0102061150,0102061,2011,1,17360,retired,agri
010206116001,0102061160,0102061,2011,1,165300,retired,agri
010206116002,0102061160,0102061,2011,1,165300,employed,agri
010206117001,0102061170,0102061,2011,1,27800,retired,agri
010206117002,0102061170,0102061,2011,1,27800,employed,agri
010206118001,0102061180,0102061,2011,1,99630,employed,agri
010206118002,0102061180,0102061,2011,2,99630,employed,nonagri
010206119001,0102061190,0102061,2011,1,40800,employed,agri
010206119002,0102061190,0102061,2011,1,40800,employed,agri
010206120001,0102061200,0102061,2011,1,-8600,employed,agri
010206120002,0102061200,0102061,2011,1,-8600,employed,agri
010206121001,0102061210,0102061,2011,1,61800,employed,nonagri
010206121002,0102061210,0102061,2011,1,61800,employed,agri
010206122001,0102061220,0102061,2011,1,200,employed,agri
010206123001,0102061230,0102061,2011,1,31900,employed,agri
010206123002,0102061230,0102061,2011,1,31900,employed,agri
010206124001,0102061240,0102061,2011,1,NA,employed,agri
010206124002,0102061240,0102061,2011,1,NA,retired,agri
010206125001,0102061250,0102061,2011,1,201600,retired,agri
010206126001,0102061260,0102061,2011,1,13520,employed,agri
010206126002,0102061260,0102061,2011,1,13520,retired,agri
010206127001,0102061270,0102061,2011,1,10960,retired,agri
010206127002,0102061270,0102061,2011,1,10960,retired,agri
010206128001,0102061280,0102061,2011,1,23160,employed,agri
010206128002,0102061280,0102061,2011,1,23160,employed,agri
010206201001,0102062010,0102062,2011,1,NA,retired,agri
010206201002,0102062010,0102062,2011,1,NA,NA,agri
010206202001,0102062020,0102062,2011,1,472800,retired,agri
010206203001,0102062030,0102062,2011,1,6100,retired,agri
010206204001,0102062040,0102062,2011,1,14140,employed,agri
010206205001,0102062050,0102062,2011,1,NA,NA,agri
010206205002,0102062050,0102062,2011,1,NA,NA,NA
010206206002,0102062060,0102062,2011,1,NA,retired,agri
010206207001,0102062070,0102062,2011,1,41700,employed,agri
010206208001,0102062080,0102062,2011,1,19080,retired,agri
010206209001,0102062090,0102062,2011,1,-7560,retired,agri
010206210001,0102062100,0102062,2011,1,NA,employed,agri
010206211001,0102062110,0102062,2011,1,87620,employed,agri
010206211002,0102062110,0102062,2011,1,87620,employed,agri
010206212001,0102062120,0102062,2011,1,42900,retired,agri
010206212002,0102062120,0102062,2011,1,42900,employed,agri
010206213002,0102062130,0102062,2011,1,NA,employed,agri
010206214001,0102062140,0102062,2011,1,66400,employed,agri
010206214002,0102062140,0102062,2011,1,66400,employed,agri
010206215001,0102062150,0102062,2011,1,226080,employed,agri
010206215002,0102062150,0102062,2011,1,226080,employed,agri
010206216001,0102062160,0102062,2011,1,11325,employed,agri
010206216002,0102062160,0102062,2011,1,11325,employed,agri
010206217001,0102062170,0102062,2011,1,NA,NA,agri
010206217002,0102062170,0102062,2011,1,NA,NA,agri
010206218001,0102062180,0102062,2011,1,28840,employed,agri
010206218002,0102062180,0102062,2011,1,28840,employed,agri
010206219001,0102062190,0102062,2011,1,12820,retired,agri
010206219002,0102062190,0102062,2011,1,12820,employed,agri
010206220001,0102062200,0102062,2011,1,NA,NA,agri
010206220002,0102062200,0102062,2011,1,NA,NA,nonagri
010206221001,0102062210,0102062,2011,1,26100,employed,agri
010206221002,0102062210,0102062,2011,1,26100,employed,agri
010206222001,0102062220,0102062,2011,1,-45580,employed,agri
010206222002,0102062220,0102062,2011,1,-45580,retired,agri
010206223001,0102062230,0102062,2011,1,NA,employed,agri
010206223002,0102062230,0102062,2011,1,NA,retired,agri
010206224001,0102062240,0102062,2011,1,32100,employed,agri
010206224002,0102062240,0102062,2011,1,32100,employed,agri
010206225001,0102062250,0102062,2011,1,239600,retired,agri
010206226001,0102062260,0102062,2011,1,NA,employed,agri
010206226002,0102062260,0102062,2011,1,NA,retired,agri
010206227001,0102062270,0102062,2011,1,188000,employed,agri
010206227002,0102062270,0102062,2011,1,188000,employed,agri
010206301001,0102063010,0102063,2011,1,NA,retired,agri
010206302001,0102063020,0102063,2011,1,38115,employed,agri
010206302002,0102063020,0102063,2011,1,38115,employed,agri
010206303001,0102063030,0102063,2011,1,3200,retired,agri
010206303002,0102063030,0102063,2011,1,3200,employed,agri
010206304001,0102063040,0102063,2011,1,114715,retired,agri
010206304002,0102063040,0102063,2011,1,114715,employed,agri
010206305001,0102063050,0102063,2011,1,56950,employed,agri
010206305002,0102063050,0102063,2011,1,56950,employed,agri
010206306001,0102063060,0102063,2011,1,8960,employed,agri
010206306002,0102063060,0102063,2011,1,8960,employed,agri
010206307001,0102063070,0102063,2011,1,47500,others,agri
010206308001,0102063080,0102063,2011,1,188100,retired,agri
010206308002,0102063080,0102063,2011,1,188100,retired,agri
010206309001,0102063090,0102063,2011,1,53650,retired,agri
010206310001,0102063100,0102063,2011,1,6360,employed,agri
010206311001,0102063110,0102063,2011,1,108780,employed,agri
010206311002,0102063110,0102063,2011,1,108780,employed,agri
010206312001,0102063120,0102063,2011,1,-198630,retired,agri
010206313001,0102063130,0102063,2011,1,26300,employed,agri
010206313002,0102063130,0102063,2011,1,26300,retired,agri
010206314001,0102063140,0102063,2011,1,94680,retired,agri
010206315001,0102063150,0102063,2011,1,165350,employed,agri
010206315002,0102063150,0102063,2011,1,165350,employed,agri
010206316001,0102063160,0102063,2011,1,11980,employed,agri
010206317001,0102063170,0102063,2011,1,7500,others,agri
010206318001,0102063180,0102063,2011,1,49800,employed,agri
010206318002,0102063180,0102063,2011,1,49800,employed,agri
010206319001,0102063190,0102063,2011,1,102100,employed,agri
010206319002,0102063190,0102063,2011,1,102100,employed,agri
010206320001,0102063200,0102063,2011,1,16400,retired,agri
010206321001,0102063210,0102063,2011,1,-18750,employed,agri
010206321002,0102063210,0102063,2011,1,-18750,employed,agri
010206322001,0102063220,0102063,2011,1,65960,employed,agri
010206322002,0102063220,0102063,2011,1,65960,employed,agri
010206323001,0102063230,0102063,2011,1,21960,employed,agri
010206323002,0102063230,0102063,2011,1,21960,employed,agri
010206324001,0102063240,0102063,2011,1,12900,retired,agri
010206325001,0102063250,0102063,2011,1,NA,employed,agri
010206325002,0102063250,0102063,2011,1,NA,employed,agri
010206326001,0102063260,0102063,2011,1,81360,employed,agri
010206326002,0102063260,0102063,2011,1,81360,employed,agri
010206327001,0102063270,0102063,2011,1,21130,employed,agri
010206327002,0102063270,0102063,2011,1,21130,employed,agri
010206328001,0102063280,0102063,2011,1,132360,employed,agri
010206328002,0102063280,0102063,2011,1,132360,employed,agri
010206329001,0102063290,0102063,2011,1,41960,employed,agri
010206329002,0102063290,0102063,2011,1,41960,employed,agri
010206330001,0102063300,0102063,2011,1,NA,employed,agri
010206330002,0102063300,0102063,2011,1,NA,employed,agri
010233101001,0102331010,0102331,2011,1,126000,employed,agri
010233101002,0102331010,0102331,2011,1,126000,employed,nonagri
010233102001,0102331020,0102331,2011,1,44000,retired,agri
010233103001,0102331030,0102331,2011,1,209950,employed,agri
010233103002,0102331030,0102331,2011,1,209950,retired,agri
010233104001,0102331040,0102331,2011,1,111600,employed,agri
010233104002,0102331040,0102331,2011,1,111600,retired,agri
010233105001,0102331050,0102331,2011,1,35900,employed,agri
010233105002,0102331050,0102331,2011,1,35900,employed,agri
010233106001,0102331060,0102331,2011,1,NA,retired,agri
010233106002,0102331060,0102331,2011,1,NA,retired,agri
010233107001,0102331070,0102331,2011,1,NA,retired,agri
010233108001,0102331080,0102331,2011,1,61680,retired,agri
010233108002,0102331080,0102331,2011,1,61680,employed,agri
010233109001,0102331090,0102331,2011,1,5050,employed,agri
010233110001,0102331100,0102331,2011,1,72400,employed,agri
010233110002,0102331100,0102331,2011,1,72400,employed,agri
010233111001,0102331110,0102331,2011,1,NA,employed,agri
010233112001,0102331120,0102331,2011,1,NA,employed,agri
010233112002,0102331120,0102331,2011,1,NA,employed,agri
010233113001,0102331130,0102331,2011,1,17650,employed,agri
010233113002,0102331130,0102331,2011,1,17650,employed,agri
010233114001,0102331140,0102331,2011,1,25820,retired,agri
010233115001,0102331150,0102331,2011,1,24400,employed,agri
010233115002,0102331150,0102331,2011,1,24400,employed,agri
010233116001,0102331160,0102331,2011,1,5600,NA,agri
010233116002,0102331160,0102331,2011,1,5600,retired,agri
010233117001,0102331170,0102331,2011,1,107600,employed,agri
010233117002,0102331170,0102331,2011,1,107600,employed,agri
010233118001,0102331180,0102331,2011,1,43400,retired,agri
010233118002,0102331180,0102331,2011,1,43400,employed,agri
010233119001,0102331190,0102331,2011,1,50550,retired,agri
010233119002,0102331190,0102331,2011,1,50550,employed,agri
010233120001,0102331200,0102331,2011,1,-73800,employed,agri
010233121001,0102331210,0102331,2011,1,81700,employed,agri
010233122001,0102331220,0102331,2011,1,64400,retired,agri
010233123001,0102331230,0102331,2011,1,146050,employed,agri
010233123002,0102331230,0102331,2011,1,146050,employed,agri
010233201001,0102332010,0102332,2011,1,55300,employed,agri
010233201002,0102332010,0102332,2011,1,55300,employed,agri
010233202001,0102332020,0102332,2011,1,108000,retired,agri
010233203001,0102332030,0102332,2011,1,20120,retired,agri
010233204001,0102332040,0102332,2011,1,25100,employed,agri
010233204002,0102332040,0102332,2011,1,25100,employed,agri
010233205001,0102332050,0102332,2011,1,35080,retired,agri
010233206001,0102332060,0102332,2011,1,70100,retired,agri
010233207001,0102332070,0102332,2011,1,NA,retired,agri
010233207002,0102332070,0102332,2011,1,NA,retired,agri
010233208001,0102332080,0102332,2011,1,26310,retired,agri
010233208002,0102332080,0102332,2011,1,26310,retired,agri
010233209001,0102332090,0102332,2011,1,38680,employed,agri
010233209002,0102332090,0102332,2011,1,38680,employed,agri
010233210001,0102332100,0102332,2011,1,98360,retired,agri
010233210002,0102332100,0102332,2011,2,98360,employed,agri
010233211001,0102332110,0102332,2011,1,35700,employed,agri
010233211002,0102332110,0102332,2011,1,35700,employed,agri
010233212001,0102332120,0102332,2011,1,76300,employed,agri
010233212002,0102332120,0102332,2011,1,76300,employed,agri
010233213001,0102332130,0102332,2011,1,55300,retired,agri
010233214001,0102332140,0102332,2011,1,68000,retired,agri
010233215001,0102332150,0102332,2011,1,NA,retired,agri
010233215002,0102332150,0102332,2011,1,NA,retired,agri
010233216001,0102332160,0102332,2011,1,35000,employed,agri
010233216002,0102332160,0102332,2011,1,35000,retired,agri
010233217001,0102332170,0102332,2011,1,24700,employed,agri
010233217002,0102332170,0102332,2011,1,24700,retired,agri
010233218001,0102332180,0102332,2011,1,73050,employed,agri
010233218002,0102332180,0102332,2011,1,73050,employed,agri
010233301001,0102333010,0102333,2011,1,74900,employed,agri
010233301002,0102333010,0102333,2011,1,74900,employed,agri
010233302001,0102333020,0102333,2011,1,NA,employed,agri
010233302002,0102333020,0102333,2011,1,NA,employed,agri
010233303001,0102333030,0102333,2011,1,31110,employed,agri
010233303002,0102333030,0102333,2011,2,31110,employed,agri
010233304001,0102333040,0102333,2011,1,30000,employed,agri
010233304002,0102333040,0102333,2011,1,30000,employed,agri
010233305001,0102333050,0102333,2011,1,162596,retired,agri
010233305002,0102333050,0102333,2011,1,162596,retired,agri
010233306001,0102333060,0102333,2011,1,13100,retired,agri
010233306002,0102333060,0102333,2011,1,13100,employed,agri
010233307001,0102333070,0102333,2011,1,-14900,employed,agri
010233307002,0102333070,0102333,2011,1,-14900,employed,agri
010233308001,0102333080,0102333,2011,1,NA,retired,agri
010233308002,0102333080,0102333,2011,1,NA,employed,agri
010233309001,0102333090,0102333,2011,1,NA,retired,agri
010233310001,0102333100,0102333,2011,1,35820,employed,agri
010233310002,0102333100,0102333,2011,1,35820,employed,agri
010233311001,0102333110,0102333,2011,1,NA,retired,agri
010233311002,0102333110,0102333,2011,1,NA,retired,agri
010233312001,0102333120,0102333,2011,1,118900,employed,agri
010233312002,0102333120,0102333,2011,1,118900,retired,agri
010233313001,0102333130,0102333,2011,1,55100,retired,nonagri
010233313002,0102333130,0102333,2011,1,55100,employed,agri
010233314001,0102333140,0102333,2011,1,133150,employed,agri
010233314002,0102333140,0102333,2011,1,133150,employed,agri
010233315001,0102333150,0102333,2011,1,NA,employed,agri
010233315002,0102333150,0102333,2011,1,NA,employed,agri
010233316001,0102333160,0102333,2011,1,NA,employed,agri
010233316002,0102333160,0102333,2011,1,NA,NA,agri
010233317001,0102333170,0102333,2011,1,NA,others,agri
010233317002,0102333170,0102333,2011,1,NA,retired,agri
010233318001,0102333180,0102333,2011,1,NA,employed,agri
010233319001,0102333190,0102333,2011,1,3450,retired,agri
010233319002,0102333190,0102333,2011,1,3450,employed,agri
010233320001,0102333200,0102333,2011,1,32930,retired,agri
010233321001,0102333210,0102333,2011,1,43800,employed,agri
010233321002,0102333210,0102333,2011,1,43800,retired,agri
010233322001,0102333220,0102333,2011,1,NA,employed,agri
010233322002,0102333220,0102333,2011,1,NA,employed,agri
010233323001,0102333230,0102333,2011,1,21660,employed,agri
010233323002,0102333230,0102333,2011,1,21660,employed,agri
010233324001,0102333240,0102333,2011,1,NA,employed,agri
010233325001,0102333250,0102333,2011,1,58300,employed,agri
010233325002,0102333250,0102333,2011,1,58300,employed,agri
010233326001,0102333260,0102333,2011,1,5150,retired,agri
010233326002,0102333260,0102333,2011,1,5150,employed,agri
010233327001,0102333270,0102333,2011,1,-31750,employed,agri
010233327002,0102333270,0102333,2011,1,-31750,employed,agri
010233328001,0102333280,0102333,2011,1,12650,employed,agri
010233329001,0102333290,0102333,2011,1,91150,retired,agri
010233329002,0102333290,0102333,2011,1,91150,employed,agri
010233330001,0102333300,0102333,2011,1,33800,employed,agri
010233330002,0102333300,0102333,2011,1,33800,employed,agri
010233331001,0102333310,0102333,2011,1,16100,employed,agri
010233331002,0102333310,0102333,2011,1,16100,employed,agri
010233332001,0102333320,0102333,2011,1,1600,NA,agri
010233332002,0102333320,0102333,2011,1,1600,retired,agri
010446101001,0104461010,0104461,2011,1,13300,employed,agri
010446101002,0104461010,0104461,2011,1,13300,employed,agri
010446102001,0104461020,0104461,2011,1,NA,retired,agri
010446103001,0104461030,0104461,2011,1,NA,retired,agri
010446104001,0104461040,0104461,2011,1,24500,employed,agri
010446104002,0104461040,0104461,2011,1,24500,employed,agri
010446105001,0104461050,0104461,2011,1,130350,employed,agri
010446105002,0104461050,0104461,2011,1,130350,employed,agri
010446106001,0104461060,0104461,2011,1,306735,retired,agri
010446107001,0104461070,0104461,2011,1,4500,employed,agri
010446107002,0104461070,0104461,2011,1,4500,employed,agri
010446108001,0104461080,0104461,2011,1,7730,retired,agri
010446109001,0104461090,0104461,2011,1,NA,retired,agri
010446109002,0104461090,0104461,2011,1,NA,employed,agri
010446110001,0104461100,0104461,2011,1,10400,employed,agri
010446110002,0104461100,0104461,2011,1,10400,retired,agri
010446111001,0104461110,0104461,2011,1,NA,employed,agri
010446112001,0104461120,0104461,2011,1,500,employed,agri
010446113001,0104461130,0104461,2011,1,71300,retired,agri
010446113002,0104461130,0104461,2011,1,71300,employed,nonagri
010446114001,0104461140,0104461,2011,1,NA,employed,agri
010446114002,0104461140,0104461,2011,1,NA,employed,agri
010446115001,0104461150,0104461,2011,1,NA,retired,nonagri
010446115002,0104461150,0104461,2011,1,NA,retired,nonagri
010446116001,0104461160,0104461,2011,1,8450,employed,agri
010446117001,0104461170,0104461,2011,1,NA,employed,agri
010446117002,0104461170,0104461,2011,1,NA,employed,agri
010446118001,0104461180,0104461,2011,1,64710,employed,agri
010446118002,0104461180,0104461,2011,1,64710,employed,agri
010446119001,0104461190,0104461,2011,1,NA,employed,agri
010446120001,0104461200,0104461,2011,1,53660,employed,agri
010446120002,0104461200,0104461,2011,1,53660,employed,agri
010446201001,0104462010,0104462,2011,1,NA,employed,agri
010446201002,0104462010,0104462,2011,1,NA,employed,agri
010446202001,0104462020,0104462,2011,1,38300,retired,agri
010446202002,0104462020,0104462,2011,1,38300,employed,agri
010446203001,0104462030,0104462,2011,1,66950,retired,agri
010446204001,0104462040,0104462,2011,1,167880,employed,agri
010446204002,0104462040,0104462,2011,1,167880,employed,agri
010446205001,0104462050,0104462,2011,1,24900,employed,agri
010446205002,0104462050,0104462,2011,1,24900,employed,agri
010446206001,0104462060,0104462,2011,1,2400,employed,agri
010446206002,0104462060,0104462,2011,1,2400,employed,agri
010446207001,0104462070,0104462,2011,1,180050,employed,agri
010446207002,0104462070,0104462,2011,1,180050,retired,agri
010446208001,0104462080,0104462,2011,1,5000,retired,agri
010446208002,0104462080,0104462,2011,1,5000,employed,agri
010446209001,0104462090,0104462,2011,1,-56170,employed,agri
010446209002,0104462090,0104462,2011,1,-56170,employed,agri
010446210001,0104462100,0104462,2011,1,NA,employed,agri
010446210002,0104462100,0104462,2011,1,NA,employed,agri
010446211001,0104462110,0104462,2011,1,5650,employed,agri
010446211002,0104462110,0104462,2011,2,5650,employed,nonagri
010446212001,0104462120,0104462,2011,1,154650,employed,agri
010446212002,0104462120,0104462,2011,1,154650,employed,agri
010446213001,0104462130,0104462,2011,1,NA,employed,agri
010446213002,0104462130,0104462,2011,1,NA,employed,agri
010446214001,0104462140,0104462,2011,1,3750,employed,agri
010446214002,0104462140,0104462,2011,1,3750,employed,agri
010446215001,0104462150,0104462,2011,1,-17000,employed,agri
010446215002,0104462150,0104462,2011,1,-17000,employed,agri
010446216001,0104462160,0104462,2011,1,91850,employed,agri
010446216002,0104462160,0104462,2011,1,91850,employed,agri
010446217001,0104462170,0104462,2011,1,32050,NA,agri
010446217002,0104462170,0104462,2011,1,32050,employed,agri
010446218001,0104462180,0104462,2011,1,45475,employed,agri
010446218002,0104462180,0104462,2011,1,45475,employed,agri
010446219001,0104462190,0104462,2011,1,200600,employed,agri
010446220001,0104462200,0104462,2011,1,134250,employed,agri
010446220002,0104462200,0104462,2011,1,134250,employed,agri
010446221001,0104462210,0104462,2011,1,97200,employed,agri
010446221002,0104462210,0104462,2011,1,97200,retired,agri
010446222001,0104462220,0104462,2011,2,NA,employed,agri
010446222002,0104462220,0104462,2011,1,NA,employed,agri
010446223001,0104462230,0104462,2011,1,106800,employed,agri
010446223002,0104462230,0104462,2011,1,106800,employed,agri
010446224001,0104462240,0104462,2011,1,14420,employed,agri
010446224002,0104462240,0104462,2011,1,14420,employed,agri
010446225001,0104462250,0104462,2011,1,163900,employed,agri
010446226001,0104462260,0104462,2011,1,40754800,employed,agri
010446226002,0104462260,0104462,2011,1,40754800,employed,agri
010446227001,0104462270,0104462,2011,1,9250,retired,agri
010446227002,0104462270,0104462,2011,1,9250,employed,agri
